Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
Flushed Away,64665672,177665672,71025931.0,149000000.0,03-Nov-06,PG,85.0,Paramount Pictures,Original Screenplay,Comedy,Kids Fiction,Sam Fell,72.0,7.0,21334.0
Flyboys,13090630,14816379,23631077.0,60000000.0,22-Sep-06,PG-13,139.0,MGM,Based on Real Life Events,Drama,Dramatization,Tony Bill,33.0,6.5,13934.0
Fly Me To the Moon,14543943,40098231,NA,25000000.0,15-Aug-08,G,89.0,Summit Entertainment,Original Screenplay,Adventure,Kids Fiction,NA,17.0,4.7,1653.0
Find Me Guilty,1173673,1788077,NA,13000000.0,17-Mar-06,R,NA,Freestyle Releasing,Based on Real Life Events,Drama,Dramatization,Sidney Lumet,60.0,7.1,12800.0
The Family Man,75764085,124715863,NA,60000000.0,22-Dec-00,PG-13,126.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Brett Ratner,52.0,6.6,34090.0
Friends with Money,13368437,15328368,7822762.0,6500000.0,07-Apr-06,R,NA,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,NA,71.0,6.1,11087.0
Finding Nemo,339714978,867894287,NA,94000000.0,30-May-03,G,100.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,Andrew Stanton,98.0,8.2,165006.0
Finishing the Game,52850,52850,NA,500000.0,05-Oct-07,Not Rated,NA,IFC First Take,Original Screenplay,Comedy,Contemporary Fiction,Justin Lin,35.0,NA,NA
Foodfight!,0,0,NA,65000000.0,31-Dec-09,PG,NA,Lionsgate,Original Screenplay,Comedy,Kids Fiction,NA,NA,NA,NA
Formula 51,5204007,5204007,NA,27000000.0,18-Oct-02,R,NA,Screen Media Films,Original Screenplay,Action,Contemporary Fiction,NA,NA,NA,NA
The Fountain,10144010,15461638,8752844.0,35000000.0,22-Nov-06,PG-13,96.0,Warner Bros.,Original Screenplay,Drama,Science Fiction,Darren Aronofsky,51.0,7.4,72562.0
Fantastic Four: Rise of the Silver Surfer,131921738,288215319,62277740.0,120000000.0,15-Jun-07,PG,92.0,20th Century Fox,Based on Comic/Graphic Novel,Action,Super Hero,Tim Story,36.0,NA,NA
Farce of the Penguins,0,0,1619183.0,5000000.0,30-Jan-07,R,NA,ThinkFilm,Original Screenplay,Comedy,Contemporary Fiction,NA,NA,4.1,3186.0
Flightplan,89706988,225706988,NA,55000000.0,23-Sep-05,PG-13,93.0,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,38.0,6.2,45305.0
Frailty,13110448,17423030,NA,11000000.0,12-Apr-02,R,NA,Lionsgate,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,74.0,7.3,27629.0
The Forbidden Kingdom,52075270,129075270,23318686.0,55000000.0,18-Apr-08,PG-13,105.0,Lionsgate,Based on Book/Short Story,Action,Fantasy,Rob Minkoff,64.0,6.7,36548.0
Freedom Writers,36605602,43090741,20532539.0,21000000.0,05-Jan-07,PG-13,122.0,Paramount Pictures,Based on Book/Short Story,Drama,Dramatization,Richard LaGravenese,69.0,7.5,18065.0
Next Friday,57176582,59675307,NA,9500000.0,12-Jan-00,R,98.0,New Line,Original Screenplay,Comedy,Contemporary Fiction,Steve Carr,21.0,5.3,10176.0
Freaky Friday,110222438,160822438,NA,26000000.0,06-Aug-03,PG,97.0,Walt Disney Pictures,Remake,Comedy,Contemporary Fiction,Mark Waters,88.0,6.5,29137.0
Frequency,44983704,68079671,NA,31000000.0,28-Apr-00,PG-13,118.0,New Line,Original Screenplay,Drama,Science Fiction,NA,69.0,7.3,35968.0
Serenity,25514517,38514517,NA,39000000.0,30-Sep-05,PG-13,119.0,Universal,Based on TV,Action,Science Fiction,Joss Whedon,81.0,8.0,106648.0
The Forgotton,66711892,111311892,NA,50000000.0,24-Sep-04,PG-13,91.0,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Joseph Ruben,NA,4.9,1169.0
Jason X,13121555,16951798,NA,14000000.0,26-Apr-02,R,NA,New Line,NA,Horror,Contemporary Fiction,NA,21.0,4.4,17964.0
Friday the 13th,65002019,91700771,9566980.0,17000000.0,13-Feb-09,R,NA,Warner Bros.,NA,Horror,Fantasy,NA,26.0,5.6,26798.0
Friday After Next,33253609,33526835,NA,10000000.0,22-Nov-02,R,85.0,New Line,Original Screenplay,Comedy,Contemporary Fiction,NA,25.0,5.3,6742.0
Frida,25885000,56298474,NA,12000000.0,25-Oct-02,R,123.0,Miramax,Based on Real Life Events,Drama,Dramatization,NA,76.0,7.3,26243.0
Friday Night Lights,61255921,61950770,NA,30000000.0,08-Oct-04,PG-13,117.0,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Peter Berg,81.0,7.2,20868.0
Frozen River,2503902,5281776,NA,1000000.0,01-Aug-08,R,NA,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,NA,87.0,7.2,10447.0
The Princess and the Frog,104374107,263467382,68101150.0,105000000.0,25-Nov-09,G,NA,Walt Disney Pictures,Based on Book/Short Story,Adventure,Kids Fiction,John Musker,84.0,7.4,16232.0
Full Frontal,2512846,3438804,NA,2000000.0,02-Aug-02,R,NA,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Steven Soderbergh,37.0,4.8,6660.0
Fireproof,33451479,33451479,31898934.0,500000.0,26-Sep-08,PG,122.0,Samuel Goldwyn Films,Original Screenplay,Drama,Contemporary Fiction,Alex Kendrick,40.0,5.6,5498.0
The Forsaken,6755271,6755271,NA,5000000.0,27-Apr-01,R,NA,Sony Pictures,Original Screenplay,Horror,Contemporary Fiction,NA,8.0,5.1,4679.0
Frost/Nixon,18622031,28144586,6677601.0,29000000.0,05-Dec-08,R,122.0,Universal,Based on Play,Drama,Dramatization,Ron Howard,92.0,7.9,36366.0
Factory Girl,1661464,1661464,NA,7000000.0,29-Dec-06,R,90.0,MGM,Based on Real Life Events,Drama,Dramatization,NA,19.0,6.1,8680.0
Fateless,196857,196857,NA,12000000.0,06-Jan-06,R,NA,ThinkFilm,Based on Real Life Events,Drama,NA,NA,NA,6.0,462.0
The Full Monty,45950122,257938649,NA,3500000.0,13-Aug-97,R,90.0,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,Peter Cattaneo,95.0,7.2,40877.0
Fun With Dick And Jane,110550000,202250000,29638269.0,140000000.0,21-Dec-05,PG-13,90.0,Sony Pictures,Remake,Comedy,Contemporary Fiction,NA,29.0,6.3,1788.0
Funny People,51855045,71880305,13721109.0,70000000.0,31-Jul-09,R,NA,Universal,Original Screenplay,Comedy,Contemporary Fiction,Judd Apatow,67.0,6.8,37791.0
Fur,223202,2281089,NA,16800000.0,10-Nov-06,R,121.0,Picturehouse,Based on Book/Short Story,Drama,Dramatization,NA,NA,NA,NA
Furry Vengeance,17630465,21630465,4335991.0,35000000.0,30-Apr-10,PG,NA,Summit Entertainment,Original Screenplay,Comedy,Kids Fiction,Roger Kumble,8.0,2.6,3458.0
Fever Pitch,42071069,50071069,NA,40000000.0,08-Apr-05,PG-13,NA,20th Century Fox,Based on Book/Short Story,Comedy,Contemporary Fiction,Bobby Farrelly,NA,6.3,16736.0
For Your Consideration,5549923,5549923,NA,12000000.0,17-Nov-06,PG-13,86.0,Warner Independent,Original Screenplay,Comedy,Contemporary Fiction,Christopher Guest,50.0,6.2,7780.0
The Game,48265581,48265581,NA,50000000.0,12-Sep-97,R,128.0,Polygram,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David Fincher,80.0,7.7,74136.0
Gangs of New York,77730500,190400000,NA,97000000.0,20-Dec-02,R,168.0,Miramax,Original Screenplay,Drama,Historical Fiction,Martin Scorsese,75.0,7.4,113378.0
Garfield,75367693,200802638,NA,50000000.0,11-Jun-04,PG,80.0,20th Century Fox,Based on Comic/Graphic Novel,Comedy,Contemporary Fiction,Peter Hewitt,NA,4.8,19870.0
Georgia Rule,18882880,20819601,19382312.0,20000000.0,11-May-07,R,111.0,Universal,Original Screenplay,Drama,Contemporary Fiction,Garry Marshall,17.0,5.8,10902.0
Gattaca,12532777,12532777,NA,36000000.0,24-Oct-97,PG-13,NA,Sony Pictures,Original Screenplay,Drama,Science Fiction,Andrew Niccol,82.0,7.8,70906.0
"Gone, Baby, Gone",20300218,34619699,11406490.0,19000000.0,19-Oct-07,R,114.0,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Ben Affleck,NA,NA,NA
"Goodbye, Lenin!",4063859,79316616,NA,6400000.0,27-Feb-04,R,NA,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,NA,NA,3.3,198.0
Good Boy!,37667746,45312217,NA,17000000.0,10-Oct-03,PG,87.0,MGM,Based on Book/Short Story,Comedy,Kids Fiction,NA,45.0,5.0,1961.0
Gods and Generals,12882934,12923936,NA,55000000.0,21-Feb-03,PG-13,NA,Warner Bros.,NA,Drama,Historical Fiction,NA,8.0,6.0,7437.0
The Good German,1308696,1308696,NA,32000000.0,15-Dec-06,R,104.0,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,Steven Soderbergh,32.0,6.1,13007.0
Gods and Monsters,6451628,6451628,NA,3500000.0,06-Nov-98,R,NA,Lionsgate,Based on Book/Short Story,Drama,Historical Fiction,Bill Condon,96.0,7.5,15946.0
The Good Night,22441,22441,NA,15000000.0,05-Oct-07,R,93.0,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,29.0,6.0,4332.0
The Good Thief,3517797,3517797,NA,30000000.0,02-Apr-03,R,NA,Fox Searchlight,Remake,Drama,Contemporary Fiction,Neil Jordan,78.0,NA,NA
Gerry,254683,254683,NA,7000000.0,14-Feb-03,R,NA,ThinkFilm,NA,Drama,NA,Gus Van Sant,NA,6.2,8583.0
G-Force,119436770,287389685,44145849.0,82500000.0,24-Jul-09,PG,NA,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,NA,22.0,5.0,9633.0
Gridiron Gang,38432823,41480851,34066576.0,30000000.0,15-Sep-06,PG-13,126.0,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Phil Joanou,41.0,6.8,12400.0
The Good Girl,14018296,15976468,NA,8000000.0,07-Aug-02,R,NA,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,NA,81.0,6.6,21460.0
Ghost Ship,30113491,68349884,NA,20000000.0,25-Oct-02,R,91.0,Warner Bros.,Original Screenplay,Horror,Contemporary Fiction,NA,13.0,5.3,25891.0
Ghosts of Mississippi,13052741,13052741,NA,36000000.0,20-Dec-96,PG-13,NA,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Rob Reiner,50.0,6.4,5276.0
The Glass House,17951431,22861785,NA,22000000.0,14-Sep-01,PG-13,NA,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,21.0,5.6,10629.0
Ghost Rider,115802596,237702596,103730683.0,120000000.0,16-Feb-07,PG-13,110.0,Sony Pictures,Based on Comic/Graphic Novel,Action,Super Hero,Mark Steven Johnson,26.0,5.2,63235.0
Ghost Town,13252641,26612350,7574314.0,20000000.0,19-Sep-08,PG-13,102.0,Paramount Pictures,Original Screenplay,Romantic Comedy,Fantasy,David Koepp,85.0,4.7,310.0
The Gift,12008642,44567606,NA,10000000.0,19-Dec-00,R,NA,Paramount Vantage,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Sam Raimi,56.0,6.7,28488.0
Gigli,6087542,7266209,NA,54000000.0,01-Aug-03,R,NA,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Martin Brest,6.0,2.4,29031.0
G.I.Jane,48169156,48169156,NA,50000000.0,22-Aug-97,R,124.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Ridley Scott,NA,5.5,23807.0
G.I. Joe: The Rise of Cobra,150201498,302469019,69866155.0,175000000.0,07-Aug-09,PG-13,118.0,Paramount Pictures,Based on Toy,Action,Contemporary Fiction,Stephen Sommers,NA,5.8,47052.0
"Girl, Interrupted",28871190,28871190,NA,24000000.0,21-Dec-99,R,127.0,Sony Pictures,Based on Real Life Events,Drama,Dramatization,James Mangold,53.0,NA,NA
Gladiator,187683805,457683805,NA,103000000.0,05-May-00,R,150.0,Sony Pictures,Original Screenplay,Action,Historical Fiction,Ridley Scott,77.0,8.3,279512.0
Glitter,4273372,4273372,NA,8500000.0,21-Sep-01,PG-13,NA,20th Century Fox,Original Screenplay,Musical,Contemporary Fiction,Vondie Curtis-Hall,7.0,2.0,13778.0
Gloria,4167493,4967493,NA,30000000.0,22-Jan-99,R,NA,Sony Pictures,Remake,Drama,Contemporary Fiction,Sidney Lumet,19.0,4.7,2726.0
Good Luck Chuck,35017297,59183821,26234476.0,25000000.0,21-Sep-07,R,96.0,Lionsgate,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,5.0,5.6,29013.0
John Carpenter's Ghosts of Mars,8434601,8434601,NA,28000000.0,24-Aug-01,R,NA,Screen Media Films,Original Screenplay,Action,Science Fiction,John Carpenter,NA,NA,NA
The Green Mile,136801374,286601374,NA,60000000.0,10-Dec-99,R,187.0,Warner Bros.,Based on Book/Short Story,Drama,Fantasy,Frank Darabont,77.0,8.4,198916.0
The Game of Their Lives,375474,375474,NA,20000000.0,22-Apr-05,PG,NA,IFC Films,Based on Book/Short Story,Drama,NA,NA,25.0,6.0,1443.0
"Gandhi, My Father",240425,1375194,NA,5000000.0,03-Aug-07,Not Rated,NA,Eros Entertainment,Based on Book/Short Story,Drama,Dramatization,NA,40.0,8.1,50881.0
Good Night and Good Luck,31501218,54601218,20967273.0,7000000.0,07-Oct-05,PG,NA,Warner Independent,Based on Real Life Events,Drama,Dramatization,George Clooney,NA,7.7,42797.0
The General's Daughter,102705852,149705852,NA,60000000.0,18-Jun-99,R,116.0,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Simon West,22.0,6.1,23570.0
Gun Shy,1638202,1638202,NA,10000000.0,04-Feb-00,R,NA,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,24.0,5.4,3607.0
Go!,16875273,28383441,NA,6500000.0,09-Apr-99,R,103.0,Sony Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,Doug Liman,92.0,NA,NA
Goal!,4283255,27610873,12616824.0,33000000.0,12-May-06,PG,121.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,NA,NA,6.9,16809.0
Godzilla 2000,10037390,10037390,NA,1000000.0,18-Aug-00,PG,NA,Sony Pictures,Remake,Action,Science Fiction,NA,NA,NA,NA
Godsend,14334645,16910708,NA,30000000.0,30-Apr-04,PG-13,NA,Lionsgate,Original Screenplay,Thriller/Suspense,Science Fiction,NA,4.0,4.7,13866.0
Godzilla,136314294,376000000,NA,125000000.0,19-May-98,PG-13,139.0,Sony Pictures,Remake,Action,Science Fiction,Roland Emmerich,25.0,4.8,59455.0
Smiling Fish and Goat on Fire,277233,277233,NA,40000.0,25-Aug-00,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gone in 60 Seconds,101643008,232643008,NA,103300000.0,09-Jun-00,PG-13,118.0,NA,NA,NA,NA,NA,NA,6.4,2940.0
Good,27276,27276,NA,16000000.0,31-Dec-08,R,NA,ThinkFilm,Based on Play,Drama,Historical Fiction,NA,34.0,6.2,1926.0
Good Will Hunting,138433435,225933435,NA,10000000.0,20-Feb-87,R,126.0,Miramax,Original Screenplay,Drama,Contemporary Fiction,Gus Van Sant,97.0,8.1,150415.0
Gosford Park,41300105,41300105,NA,18000000.0,26-Dec-01,R,137.0,USA Films,Original Screenplay,Comedy,Historical Fiction,Robert Altman,86.0,7.3,36648.0
Gossip,5108820,12591270,NA,14000000.0,21-Apr-00,R,NA,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,NA,28.0,NA,NA
The Game Plan,90648202,147914546,50113315.0,22000000.0,22-Sep-07,PG,110.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Andy Fickman,27.0,6.3,14984.0
Girl with a Pearl Earring,11634362,22106210,NA,12000000.0,12-Dec-03,PG-13,NA,Lionsgate,Based on Book/Short Story,Drama,Historical Fiction,Peter Webber,71.0,7.1,23493.0
Galaxy Quest,71423726,90523726,NA,45000000.0,25-Dec-99,PG,104.0,Dreamworks SKG,Original Screenplay,Comedy,Science Fiction,NA,89.0,7.2,52507.0
Saving Grace,12178602,24325623,NA,4000000.0,04-Aug-00,R,NA,Fine Line,Original Screenplay,Comedy,Contemporary Fiction,NA,63.0,6.8,8543.0
Gracie,2956339,3036736,NA,9000000.0,01-Jun-07,PG-13,98.0,Picturehouse,Based on Real Life Events,Drama,Dramatization,NA,59.0,6.2,2084.0
The Great Raid,10166502,10597070,NA,60000000.0,12-Aug-05,R,NA,Miramax,Based on Book/Short Story,Action,Historical Fiction,John Dahl,36.0,6.8,8894.0
The Grand,115879,115879,NA,3000000.0,21-Mar-08,R,NA,Anchor Bay Entertainment,Original Screenplay,Comedy,Contemporary Fiction,Zak Penn,NA,6.1,3346.0
The Constant Gardener,33579798,81079798,NA,25500000.0,31-Aug-05,R,NA,Focus Features,Based on Book/Short Story,Drama,Historical Fiction,Fernando Meirelles,83.0,7.6,50763.0
Garden State,26782316,32381151,NA,2500000.0,28-Jul-04,R,109.0,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Zach Braff,86.0,7.9,92594.0
Grease,305260,206005260,21249794.0,6000000.0,16-Jun-78,PG,NA,Paramount Pictures,Based on Musical/Opera,Musical,Historical Fiction,Randal Kleiser,83.0,7.0,60146.0
Green Zone,35053660,84788541,14424476.0,100000000.0,12-Mar-10,R,NA,Universal,Based on Factual Book/Article,Drama,Historical Fiction,Paul Greengrass,55.0,7.1,26759.0
George Of The Jungle,105263257,174463257,NA,55000000.0,16-Jul-97,PG,91.0,Walt Disney Pictures,Based on TV,Comedy,Kids Fiction,NA,54.0,5.3,19685.0
The Brothers Grimm,37899638,105299638,NA,80000000.0,26-Aug-05,PG-13,NA,Miramax/Dimension,Original Screenplay,Adventure,Fantasy,Terry Gilliam,37.0,5.9,43532.0
The Girl Next Door,14589444,18589444,NA,25000000.0,09-Apr-04,R,NA,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Luke Greenfield,56.0,7.0,5614.0
How the Grinch Stole Christmas,260044825,345141403,NA,123000000.0,17-Nov-00,PG,104.0,Universal,Based on Book/Short Story,Comedy,Kids Fiction,Ron Howard,53.0,5.7,40310.0
Grindhouse,25031037,50187789,31070911.0,53000000.0,06-Apr-07,R,191.0,Weinstein/Dimension,Original Screenplay,Horror,Fantasy,Robert Rodriguez,NA,7.9,82770.0
Get Rich or Die Tryin',30981850,46437122,9906347.0,40000000.0,09-Nov-05,R,NA,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,Jim Sheridan,16.0,4.0,18126.0
Wallace & Gromit: The Curse of the Were-Rabbit,56068547,185724838,35069986.0,30000000.0,05-Oct-05,G,85.0,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Nick Park,95.0,7.9,38158.0
Groove,1115313,1167524,NA,500000.0,09-Jun-00,R,NA,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,NA,56.0,5.8,2486.0
Grosse Point Blank,28084357,28084357,NA,15000000.0,11-Apr-97,R,106.0,Walt Disney Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,NA,NA,7.4,41523.0
The Grudge 2,39143839,68643839,8293678.0,20000000.0,13-Oct-06,PG-13,102.0,Sony Pictures,Remake,Horror,Contemporary Fiction,NA,10.0,4.6,16024.0
The Grudge,110359362,187281115,NA,10000000.0,22-Oct-04,PG-13,96.0,Sony Pictures,Remake,Horror,Contemporary Fiction,NA,39.0,5.7,43218.0
Grown Ups,161094625,250294625,NA,75000000.0,25-Jun-10,PG-13,102.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,9.0,5.8,13488.0
Ghost Dog: Way of the Samurai,3330230,6030230,NA,2000000.0,03-Mar-00,R,NA,Artisan,Original Screenplay,Drama,Contemporary Fiction,Jim Jarmusch,NA,NA,NA
Guess Who,68915888,102115888,NA,35000000.0,25-Mar-05,PG-13,103.0,Sony Pictures,Remake,Comedy,Contemporary Fiction,NA,43.0,5.7,15789.0
Get Carter,14967182,19417182,NA,40000000.0,06-Oct-00,R,NA,Warner Bros.,Remake,Drama,Contemporary Fiction,NA,12.0,4.8,14196.0
Get Over It,11560259,11560259,NA,10000000.0,09-Mar-01,PG-13,NA,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,45.0,5.5,9350.0
Veronica Guerin,1569918,9438074,NA,17000000.0,17-Oct-03,R,NA,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,Joel Schumacher,54.0,6.8,8778.0
The Guru,3051221,23788368,NA,11000000.0,31-Jan-03,R,NA,Universal,Original Screenplay,Comedy,Contemporary Fiction,NA,NA,5.5,9239.0
A Guy Thing,15543862,17430594,NA,20000000.0,17-Jan-03,PG-13,NA,MGM,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,NA,5.5,8147.0
Ghost World,6217849,8764007,NA,5500000.0,20-Jul-01,R,NA,MGM,Based on Comic/Graphic Novel,Comedy,Contemporary Fiction,Terry Zwigoff,92.0,7.7,42973.0
Halloween 2,33392973,38512850,6646073.0,15000000.0,28-Aug-09,R,105.0,Weinstein/Dimension,NA,Horror,Fantasy,Rob Zombie,NA,4.5,9284.0
Hairspray,118823091,202823091,104104829.0,75000000.0,20-Jul-07,PG,117.0,New Line,Remake,Musical,Historical Fiction,Adam Shankman,91.0,7.2,41511.0
Half Baked,17394881,17394881,NA,8000000.0,16-Jan-98,R,84.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,NA,29.0,6.3,18791.0
Hamlet,4501094,7129670,NA,18000000.0,25-Dec-96,PG-13,NA,Sony Pictures,Based on Play,Drama,Historical Fiction,NA,94.0,6.0,5147.0
Hamlet,1577287,2288841,NA,2000000.0,12-May-00,R,NA,Miramax,Based on Play,Drama,Contemporary Fiction,NA,71.0,6.0,5147.0
Hancock,227946274,624346274,89352567.0,150000000.0,02-Jul-08,PG-13,NA,Sony Pictures,Original Screenplay,Action,Super Hero,Peter Berg,40.0,6.5,100822.0
Happily N'Ever After,15849032,38344430,16559473.0,47000000.0,05-Jan-07,PG,NA,Lionsgate,Original Screenplay,Comedy,Kids Fiction,NA,NA,3.9,4678.0
The Happening,64506874,163403799,21432877.0,60000000.0,13-Jun-08,R,89.0,20th Century Fox,Original Screenplay,Thriller/Suspense,Science Fiction,M. Night Shyamalan,18.0,5.2,72259.0
"Happy, Texas",2039192,2039192,NA,1700000.0,01-Oct-99,PG-13,NA,Miramax,Original Screenplay,Comedy,Contemporary Fiction,NA,82.0,7.5,198.0
Hard Candy,1024640,1881243,NA,950000.0,14-Apr-06,R,NA,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,NA,NA,7.2,45791.0
Harsh Times,3337931,5963961,2638319.0,2000000.0,10-Nov-06,R,120.0,MGM,Original Screenplay,Drama,Contemporary Fiction,NA,48.0,7.0,26347.0
Harvard Man,56653,56653,NA,5500000.0,17-May-02,R,NA,NA,NA,Drama,NA,NA,NA,4.9,2758.0
Harry Brown,1818681,6294140,NA,7300000.0,30-Apr-10,R,NA,Samuel Goldwyn Films,NA,Thriller/Suspense,NA,NA,NA,7.4,14297.0
The House Bunny,48237389,70237389,15442818.0,25000000.0,22-Aug-08,PG-13,98.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Fred Wolf,39.0,5.5,18964.0
The Devil's Rejects,17044981,20940428,NA,7000000.0,22-Jul-05,R,NA,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Rob Zombie,54.0,6.9,36082.0
"House of 1,000 Corpses",12634962,16829545,NA,7000000.0,11-Apr-03,R,NA,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Rob Zombie,NA,5.5,3311.0
The House of the Dead,10199354,13767816,NA,7000000.0,10-Oct-03,R,NA,Artisan,Based on Game,Horror,Contemporary Fiction,Uwe Boll,NA,6.5,5541.0
Hidalgo,67286731,107336658,NA,78000000.0,05-Mar-04,PG-13,136.0,Walt Disney Pictures,Original Screenplay,Western,Historical Fiction,Joe Johnston,46.0,6.6,23604.0
Hide and Seek,51100486,123100486,NA,25000000.0,28-Jan-05,R,105.0,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,12.0,5.6,30891.0
Hoodwinked,51386611,110011106,31171440.0,17500000.0,16-Dec-05,PG,80.0,Weinstein Co.,Traditional/Legend/Fairytale,Comedy,Fantasy,NA,NA,6.7,20461.0
Head of State,37788228,38283765,NA,35200000.0,28-Mar-03,PG-13,95.0,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Chris Rock,30.0,5.1,8447.0
Hedwig and the Angry Inch,3067312,3643900,NA,6000000.0,20-Jul-01,R,NA,Fine Line,Based on Musical/Opera,Musical,Contemporary Fiction,NA,92.0,7.6,14766.0
